id,sis_course_id,course_code,name
44564,C.Campus.2019.Spring.DANCE 171.1,DANCE 171,Clog Dance  Beginning
44566,C.Campus.2019.Spring.FDREL 225.24,FDREL 225,Foundations of the Restoration
44568,C.Campus.2019.Spring.FDREL 250.11,FDREL 250,Jesus Christ Everlasting Gospel
44570,C.Campus.2019.Spring.DANCE 171.2,DANCE 171,Clog Dance  Beginning
44572,C.Campus.2019.Spring.FDREL 225.25,FDREL 225,Foundations of the Restoration
44574,C.Campus.2019.Spring.FDREL 250.12,FDREL 250,Jesus Christ Everlasting Gospel
44576,C.Campus.2019.Spring.FDREL 225.26,FDREL 225,Foundations of the Restoration
44578,C.Campus.2019.Spring.FDREL 250.13,FDREL 250,Jesus Christ Everlasting Gospel
44580,C.Campus.2019.Spring.FDREL 225.27,FDREL 225,Foundations of the Restoration
44582,C.Campus.2019.Spring.FDREL 250.14,FDREL 250,Jesus Christ Everlasting Gospel
44584,C.Campus.2019.Spring.FDREL 225.28,FDREL 225,Foundations of the Restoration
44586,C.Campus.2019.Spring.FDREL 250.15,FDREL 250,Jesus Christ Everlasting Gospel
44588,C.Campus.2019.Spring.FDREL 225.29,FDREL 225,Foundations of the Restoration
44590,C.Campus.2019.Spring.FDREL 250.16,FDREL 250,Jesus Christ Everlasting Gospel
44592,C.Campus.2019.Spring.FDREL 225.30,FDREL 225,Foundations of the Restoration
44594,C.Campus.2019.Spring.FDREL 250.17,FDREL 250,Jesus Christ Everlasting Gospel
44596,C.Campus.2019.Spring.FDREL 225.31,FDREL 225,Foundations of the Restoration
44598,C.Campus.2019.Spring.FDREL 250.18,FDREL 250,Jesus Christ Everlasting Gospel
44600,C.Campus.2019.Spring.FDREL 250.19,FDREL 250,Jesus Christ Everlasting Gospel
44602,C.Campus.2019.Spring.FDREL 250.20,FDREL 250,Jesus Christ Everlasting Gospel
44604,C.Campus.2019.Spring.FDREL 250.29,FDREL 250,Jesus Christ Everlasting Gospel
44606,C.Campus.2019.Spring.FDREL 250.21,FDREL 250,Jesus Christ Everlasting Gospel
44608,C.Campus.2019.Spring.FDREL 250.22,FDREL 250,Jesus Christ Everlasting Gospel
44610,C.Campus.2019.Spring.FDREL 250.30,FDREL 250,Jesus Christ Everlasting Gospel
44612,C.Campus.2019.Spring.FDREL 250.23,FDREL 250,Jesus Christ Everlasting Gospel
44614,C.Campus.2019.Spring.FDREL 250.31,FDREL 250,Jesus Christ Everlasting Gospel
44616,C.Campus.2019.Spring.FDREL 250.24,FDREL 250,Jesus Christ Everlasting Gospel
44618,C.Campus.2019.Spring.FDREL 250.32,FDREL 250,Jesus Christ Everlasting Gospel
44620,C.Campus.2019.Spring.FDREL 250.25,FDREL 250,Jesus Christ Everlasting Gospel
44622,C.Campus.2019.Spring.FDREL 250.33,FDREL 250,Jesus Christ Everlasting Gospel
44624,C.Campus.2019.Spring.FDREL 250.26,FDREL 250,Jesus Christ Everlasting Gospel
44626,C.Campus.2019.Spring.FDREL 250.34,FDREL 250,Jesus Christ Everlasting Gospel
44628,C.Campus.2019.Spring.FDREL 250.27,FDREL 250,Jesus Christ Everlasting Gospel
44632,C.Campus.2019.Spring.FDREL 250.28,FDREL 250,Jesus Christ Everlasting Gospel
44634,C.Campus.2019.Spring.FDREL 302.1,FDREL 302,Old Testament
44636,C.Campus.2019.Spring.FDREL 302.2,FDREL 302,Old Testament
44638,C.Campus.2019.Spring.FDREL 341.1,FDREL 341,Church History
44640,C.Campus.2019.Spring.FDREL 404.1,FDREL 404,Writings of Isaiah
44642,C.Campus.2019.Spring.FDREL 471.1,FDREL 471,Methods of Teaching Seminary
44644,C.Campus.2019.Spring.FDREL 471.2,FDREL 471,Methods of Teaching Seminary
44646,C.Campus.2019.Spring.FDSCI 101.1,FDSCI 101,Science Foundations
44648,C.Campus.2019.Spring.FDSCI 101.2,FDSCI 101,Science Foundations
44650,C.Campus.2019.Spring.MUSIC 260Z.1,MUSIC 260Z,Music Lessons - Jazz Piano III
44652,C.Campus.2019.Spring.FDSCI 101.3,FDSCI 101,Science Foundations
44654,C.Campus.2019.Spring.FDSCI 101.4,FDSCI 101,Science Foundations
44656,C.Campus.2019.Spring.MUSIC 261C.1,MUSIC 261C,Music Lessons - Harp IV
44658,C.Campus.2019.Spring.GS 103A.1,GS 103A,Concentration
44660,C.Campus.2019.Spring.FDSCI 101.5,FDSCI 101,Science Foundations
44662,C.Campus.2019.Spring.MUSIC 270.1,MUSIC 270,Elem Music Methods: Music Mjrs
44664,C.Campus.2019.Spring.FDSCI 101.6,FDSCI 101,Science Foundations
44666,C.Campus.2019.Spring.HEB 102.1,HEB 102,Biblical Hebrew II
44668,C.Campus.2019.Spring.MUSIC 360B.1,MUSIC 360B,Music Lessons - Organ V
44670,C.Campus.2019.Spring.FDSCI 101.7,FDSCI 101,Science Foundations
44672,C.Campus.2019.Spring.HIST 498R.1,HIST 498R,History Internship
44674,C.Campus.2019.Spring.MUSIC 360O.1,MUSIC 360O,Music Lessons - Trumpet V
44676,C.Campus.2019.Spring.FDSCI 101.8,FDSCI 101,Science Foundations
44678,C.Campus.2019.Spring.HS 370.1,HS 370,Epidemiology
44680,C.Campus.2019.Spring.MUSIC 360R.1,MUSIC 360R,Music Lessons - Euphonium V
44682,C.Campus.2019.Spring.FDSCI 101.9,FDSCI 101,Science Foundations
44684,C.Campus.2019.Spring.MUSIC 365O.1,MUSIC 365O,Junior Recital Trumpet
44686,C.Campus.2019.Spring.HS 370.2,HS 370,Epidemiology
44688,C.Campus.2019.Spring.FDSCI 101.10,FDSCI 101,Science Foundations
44690,C.Campus.2019.Spring.MUSIC 365P.1,MUSIC 365P,Junior Recital French Horn
44692,C.Campus.2019.Spring.HUM 398R.1,HUM 398R,Internship
44694,C.Campus.2019.Spring.FDSCI 101.11,FDSCI 101,Science Foundations
44696,C.Campus.2019.Spring.MUSIC 380.1,MUSIC 380,Marching Band Methods
44698,C.Campus.2019.Spring.MATH 221A.1,MATH 221A,Business Statistics
44700,C.Campus.2019.Spring.FDSCI 101.12,FDSCI 101,Science Foundations
44702,C.Campus.2019.Spring.MUSIC 404.1,MUSIC 404,Vocal Literature
44704,C.Campus.2019.Spring.FDSCI 101.13,FDSCI 101,Science Foundations
44706,C.Campus.2019.Spring.MATH 221A.2,MATH 221A,Business Statistics
44708,C.Campus.2019.Spring.MUSIC 440.1,MUSIC 440,Voice Studio Experience
44710,C.Campus.2019.Spring.FDSCI 204.1,FDSCI 204,The American Epidemic
44712,C.Campus.2019.Spring.MUSIC 460B.1,MUSIC 460B,Music Lessons - Organ VII
44714,C.Campus.2019.Spring.MATH 221A.3,MATH 221A,Business Statistics
44716,C.Campus.2019.Spring.FDSCI 204.2,FDSCI 204,The American Epidemic
44718,C.Campus.2019.Spring.MUSIC 460M.1,MUSIC 460M,Music Lessons - Clarinet VII
44720,C.Campus.2019.Spring.MATH 221A.4,MATH 221A,Business Statistics
44722,C.Campus.2019.Spring.FIN 410.1,FIN 410,Investments
44724,C.Campus.2019.Spring.MUSIC 462D.1,MUSIC 462D,Senior Recital Voice
44726,C.Campus.2019.Spring.FIN 433.1,FIN 433,Personal Finance
44728,C.Campus.2019.Spring.MATH 221A.5,MATH 221A,Business Statistics
44730,C.Campus.2019.Spring.MUSIC 470.1,MUSIC 470,Percussion Pedagogy
44732,C.Campus.2019.Spring.GEOL 111.1,GEOL 111,Physical Geology
44734,C.Campus.2019.Spring.NUTR 150.1,NUTR 150,Essentials of Human Nutrition
44736,C.Campus.2019.Spring.MATH 221A.6,MATH 221A,Business Statistics
44738,C.Campus.2019.Spring.NUTR 150.2,NUTR 150,Essentials of Human Nutrition
44740,C.Campus.2019.Spring.MATH 275.1,MATH 275,Mathematics Connections
44742,C.Campus.2019.Spring.NUTR 150.3,NUTR 150,Essentials of Human Nutrition
44744,C.Campus.2019.Spring.MATH 330.1,MATH 330,Engineering Statistics
44746,C.Campus.2019.Spring.NUTR 150.4,NUTR 150,Essentials of Human Nutrition
44748,C.Campus.2019.Spring.MATH 330.2,MATH 330,Engineering Statistics
44750,C.Campus.2019.Spring.NUTR 150.5,NUTR 150,Essentials of Human Nutrition
44752,C.Campus.2019.Spring.DANCE 342R.1,DANCE 342R,Special Topics in Dance
44754,C.Campus.2019.Spring.NUTR 150.6,NUTR 150,Essentials of Human Nutrition
44758,C.Campus.2019.Spring.DANCE 342R.2,DANCE 342R,Special Topics in Dance
44760,C.Campus.2019.Spring.NUTR 150.7,NUTR 150,Essentials of Human Nutrition
44762,C.Campus.2019.Spring.MATH 340L.1,MATH 340L,Technical Writing Lab
44764,C.Campus.2019.Spring.ECD 360A.1,ECD 360A,Early Child Dev: Preschl Fund
44766,C.Campus.2019.Spring.NUTR 150.8,NUTR 150,Essentials of Human Nutrition
44768,C.Campus.2019.Spring.MATH 440.1,MATH 440,Modern Algebra
44770,C.Campus.2019.Spring.ECON 358.1,ECON 358,International Economics
44772,C.Campus.2019.Spring.NUTR 150.9,NUTR 150,Essentials of Human Nutrition
44774,C.Campus.2019.Spring.ME 204.1,ME 204,Engineering Mechanics: Dynamics
44776,C.Campus.2019.Spring.ECSE 421.1,ECSE 421,Family & Community Relationships
44778,C.Campus.2019.Spring.NUTR 150.10,NUTR 150,Essentials of Human Nutrition
44780,C.Campus.2019.Spring.ME 204.2,ME 204,Engineering Mechanics: Dynamics
44782,C.Campus.2019.Spring.ED 211.1,ED 211,Technology for the 21st
44784,C.Campus.2019.Spring.NUTR 150.11,NUTR 150,Essentials of Human Nutrition
44786,C.Campus.2019.Spring.ME 337.1,ME 337,Kinematics
44788,C.Campus.2019.Spring.ED 211.2,ED 211,Technology for the 21st
44790,C.Campus.2019.Spring.NUTR 150.12,NUTR 150,Essentials of Human Nutrition
44792,C.Campus.2019.Spring.MUSIC 106.1,MUSIC 106,Group Organ Instruction
44794,C.Campus.2019.Spring.NUTR 150.13,NUTR 150,Essentials of Human Nutrition
44796,C.Campus.2019.Spring.ED 245.1,ED 245,Early Field Practicum
44798,C.Campus.2019.Spring.NUTR 150.14,NUTR 150,Essentials of Human Nutrition
44800,C.Campus.2019.Spring.MUSIC 158B.1,MUSIC 158B,Music Lessons - Organ
44802,C.Campus.2019.Spring.ED 245.2,ED 245,Early Field Practicum
44804,C.Campus.2019.Spring.PH 101.2,PH 101,Fundamentals of Physics
44806,C.Campus.2019.Spring.NUTR 150.15,NUTR 150,Essentials of Human Nutrition
44808,C.Campus.2019.Spring.MUSIC 158J.1,MUSIC 158J,Music Lessons - Flute
44810,C.Campus.2019.Spring.ED 245.3,ED 245,Early Field Practicum
44812,C.Campus.2019.Spring.PH 101.1,PH 101,Fundamentals of Physics
44814,C.Campus.2019.Spring.ED 245.4,ED 245,Early Field Practicum
44816,C.Campus.2019.Spring.PH 101.3,PH 101,Fundamentals of Physics
44818,C.Campus.2019.Spring.MUSIC 158M.1,MUSIC 158M,Music Lessons - Clarinet
44820,C.Campus.2019.Spring.ED 304.1,ED 304,Develop  Cognition  Understand
44822,C.Campus.2019.Spring.PH 101.4,PH 101,Fundamentals of Physics
44824,C.Campus.2019.Spring.MUSIC 160J.1,MUSIC 160J,Music Lessons - Flute I
44826,C.Campus.2019.Spring.ED 304.2,ED 304,Develop  Cognition  Understand
44828,C.Campus.2019.Spring.PH 101.5,PH 101,Fundamentals of Physics
44830,C.Campus.2019.Spring.MUSIC 160M.1,MUSIC 160M,Music Lessons - Clarinet I
44832,C.Campus.2019.Spring.ED 304.3,ED 304,Develop  Cognition  Understand
44834,C.Campus.2019.Spring.PH 101.6,PH 101,Fundamentals of Physics
44836,C.Campus.2019.Spring.MUSIC 161D.1,MUSIC 161,Applied Voice
44838,C.Campus.2019.Spring.PH 101.7,PH 101,Fundamentals of Physics
44840,C.Campus.2019.Spring.ED 304.4,ED 304,Develop  Cognition  Understand
44842,C.Campus.2019.Spring.MUSIC 161R.1,MUSIC 161R,Music Lessons - Euphonium II
44844,C.Campus.2019.Spring.PH 101.8,PH 101,Fundamentals of Physics
44846,C.Campus.2019.Spring.ED 304.5,ED 304,Develop  Cognition  Understand
44848,C.Campus.2019.Spring.MUSIC 260J.1,MUSIC 260J,Music Lessons - Flute III
44850,C.Campus.2019.Spring.PHIL 201.1,PHIL 201,Ancient & Medieval Philosophy
44852,C.Campus.2019.Spring.ED 492.1,ED 492,Student Teaching
44854,C.Campus.2019.Spring.MUSIC 260M.1,MUSIC 260M,Music Lessons - Clarinet III
44856,C.Campus.2019.Spring.POLSC 340.1,POLSC 340,PUBLIC POLICY ADMIN THEORY
44858,C.Campus.2019.Spring.ENG 151.1,ENG 151,Introduction to Literature
44860,C.Campus.2019.Spring.ART 212R.1,ART 212R,Head Drawing
44862,C.Campus.2019.Spring.PSYCH 380.1,PSYCH 380,Performance Psychology
44864,C.Campus.2019.Spring.ENG 151.2,ENG 151,Introduction to Literature
44866,C.Campus.2019.Spring.ART 212R.2,ART 212R,Head Drawing
44868,C.Campus.2019.Spring.ESS 264.1,ESS 264,Lifeguarding
44870,C.Campus.2019.Spring.PSYCH 390R.1,PSYCH 390R,Special Topics in Psychology
44872,C.Campus.2019.Spring.ART 395D.1,ART 395D,Travel Study in the Arts (D)
44874,C.Campus.2019.Spring.FAML 120.1,FAML 120,Parenting Skills
44876,C.Campus.2019.Spring.PSYCH 498.1,PSYCH 498,Internship
44878,C.Campus.2019.Spring.ART 402.1,ART 402,Baroque Art
44880,C.Campus.2019.Spring.FAML 200.1,FAML 200,Preparation for Marriage
44882,C.Campus.2019.Spring.ART 412R.1,ART 412R,Advanced Figure Drawing
44884,C.Campus.2019.Spring.PSYCH 498.2,PSYCH 498,Internship
44886,C.Campus.2019.Spring.FAML 200.2,FAML 200,Preparation for Marriage
44888,C.Campus.2019.Spring.ART 442R.1,ART 442R,Entertainment Illustration II
44890,C.Campus.2019.Spring.PSYCH 498.3,PSYCH 498,Internship
44892,C.Campus.2019.Spring.FAML 200.3,FAML 200,Preparation for Marriage
44894,C.Campus.2019.Spring.ART 456R.1,ART 456R,Advanced Landscape Painting
44896,C.Campus.2019.Spring.PSYCH 498.4,PSYCH 498,Internship
44898,C.Campus.2019.Spring.FAML 200.4,FAML 200,Preparation for Marriage
44900,C.Campus.2019.Spring.PSYCH 498.5,PSYCH 498,Internship
44902,C.Campus.2019.Spring.ART 491R.1,ART 491R,Independent Study II
44904,C.Campus.2019.Spring.FAML 200.5,FAML 200,Preparation for Marriage
44906,C.Campus.2019.Spring.PSYCH 498.6,PSYCH 498,Internship
44908,C.Campus.2019.Spring.ART 491R.2,ART 491R,Independent Study II
44910,C.Campus.2019.Spring.FAML 360.1,FAML 360,Family Stress and Coping
44912,C.Campus.2019.Spring.PSYCH 498.7,PSYCH 498,Internship
44914,C.Campus.2019.Spring.ART 492.1,ART 492,Portfolio Capstone
44916,C.Campus.2019.Spring.FAML 420.1,FAML 420,The Helping Relationship
44918,C.Campus.2019.Spring.RM 224A.1,RM 224A,Fly Tying
44920,C.Campus.2019.Spring.AS 150.1,AS 150,Intro to Animal Science
44922,C.Campus.2019.Spring.FAML 445.1,FAML 445,Family Practicum
44924,C.Campus.2019.Spring.SCM 478.1,SCM 478,Supply Chain Analysis & Modeling
44926,C.Campus.2019.Spring.AS 150.2,AS 150,Intro to Animal Science
44928,C.Campus.2019.Spring.SOC 498R.1,SOC 498R,Senior Internship in Sociology
44930,C.Campus.2019.Spring.FCS 280.1,FCS 280,History of Arch. & Interiors
44932,C.Campus.2019.Spring.AS 150.3,AS 150,Intro to Animal Science
44934,C.Campus.2019.Spring.SPAN 325.1,SPAN 325,Phonetics and Conversation
44936,C.Campus.2019.Spring.AUTO 132.1,AUTO 132,Engine Performance
44938,C.Campus.2019.Spring.SW 367.1,SW 367,Human Behavior in Social Enviro
44940,C.Campus.2019.Spring.AUTO 351.1,AUTO 351,Internal Combustion Engines
44942,C.Campus.2019.Spring.SW 397.1,SW 397,Internship Seminar I
44944,C.Campus.2019.Spring.AUTO 482L.1,AUTO 482L,Data Acquisition & Analysis Lab
44946,C.Campus.2019.Spring.TA 126.1,TA 126,Stage Makeup
44948,C.Campus.2019.Spring.BIO 375.1,BIO 375,Genetics and Molecular Biology
44950,C.Campus.2019.Spring.ACCTG LAB.1,ACCTG LAB,Open Lab for ACCTG Dept
44954,C.Campus.2019.Spring.AGBUS 498.1,AGBUS 498,Occupational Internship II
44956,C.Campus.2019.Spring.BIO 375.3,BIO 375,Genetics and Molecular Biology
44958,C.Campus.2019.Spring.BIO 485.1,BIO 485,Advanced Neuroscience
44960,C.Campus.2019.Spring.APS 103.1,APS 103,Home Gardening
44962,C.Campus.2019.Spring.BUS 270.1,BUS 270,Human Resource Management
44964,C.Campus.2019.Spring.APS 103.2,APS 103,Home Gardening
44966,C.Campus.2019.Spring.CHEM 220.1,CHEM 220,Quantitative Analysis
44968,C.Campus.2019.Spring.APS 103.3,APS 103,Home Gardening
44970,C.Campus.2019.Spring.CHEM 351L.1,CHEM 351L,Organic Chemistry Lab I
44972,C.Campus.2019.Spring.APS 103.4,APS 103,Home Gardening
44974,C.Campus.2019.Spring.CHEM 351L.2,CHEM 351L,Organic Chemistry Lab I
44976,C.Campus.2019.Spring.CHEM 351L.3,CHEM 351L,Organic Chemistry Lab I
44978,C.Campus.2019.Spring.CIT 160.3,CIT 160,Introduction to Programming
44980,C.Campus.2019.Spring.CS 241.2,CS 241,Survey Obj Ort Prog/Data Struct
44982,C.Campus.2019.Spring.CHEM 351L.4,CHEM 351L,Organic Chemistry Lab I
44984,C.Campus.2019.Spring.CIT 160.4,CIT 160,Introduction to Programming
44986,C.Campus.2019.Spring.CS 345.1,CS 345,Operating Systems
44988,C.Campus.2019.Spring.CHILD 150.1,CHILD 150,Foundations of Early Childhood
44990,C.Campus.2019.Spring.CIT 160.15,CIT 160,Introduction to Programming
44992,C.Campus.2019.Spring.CS 498R.1,CS 498R,Internship
44994,C.Campus.2019.Spring.CIT 225.1,CIT 225,Database Design & Development
44996,C.Campus.2019.Spring.CHILD 150.2,CHILD 150,Foundations of Early Childhood
44998,C.Campus.2019.Spring.CS 499.1,CS 499,Senior Project
45000,C.Campus.2019.Spring.CIT 225.2,CIT 225,Database Design & Development
45002,C.Campus.2019.Spring.CHIN 201.1,CHIN 201,Intermediate Mandarin I
45004,C.Campus.2019.Spring.DANCE 185W.1,DANCE 185W,Intl Latin Beginning
45006,C.Campus.2019.Spring.CIT 225.3,CIT 225,Database Design & Development
45008,C.Campus.2019.Spring.CIT 160.1,CIT 160,Introduction to Programming
45010,C.Campus.2019.Spring.DANCE 185W.2,DANCE 185W,Intl Latin Beginning
45014,C.Campus.2019.Spring.CIT 225.9,CIT 225,Database Design & Development
45016,C.Campus.2019.Spring.DANCE 299R.1,DANCE 299R,Practicum
45018,C.Campus.2019.Spring.CIT 366.1,CIT 366,Full Web Stack Development
45020,C.Campus.2019.Spring.DANCE 356.1,DANCE 356,Phil & Techn of Teaching Dance
45022,C.Campus.2019.Spring.CIT 380.1,CIT 380,Project Management
45024,C.Campus.2019.Spring.FDREL 325.2,FDREL 325,Doctrine and Covenants
45026,C.Campus.2019.Spring.ECD 370.1,ECD 370,Teaching Preschool
45028,C.Campus.2019.Spring.FDREL 325.3,FDREL 325,Doctrine and Covenants
45030,C.Campus.2019.Spring.ECEN 101.1,ECEN 101,Intro to ECEN
45032,C.Campus.2019.Spring.CIT 380.2,CIT 380,Project Management
45034,C.Campus.2019.Spring.FDREL 325.4,FDREL 325,Doctrine and Covenants
45036,C.Campus.2019.Spring.ECEN 101.2,ECEN 101,Intro to ECEN
45038,C.Campus.2019.Spring.CIT 495.1,CIT 495,Senior Practicum
45040,C.Campus.2019.Spring.ED 441.1,ED 441,Language Arts Methods
45042,C.Campus.2019.Spring.FDREL 325.5,FDREL 325,Doctrine and Covenants
45044,C.Campus.2019.Spring.CIT 495.2,CIT 495,Senior Practicum
45046,C.Campus.2019.Spring.ED 441.2,ED 441,Language Arts Methods
45048,C.Campus.2019.Spring.FDREL 325.6,FDREL 325,Doctrine and Covenants
45050,C.Campus.2019.Spring.COMM 102.1,COMM 102,Public Speaking
45052,C.Campus.2019.Spring.ENG 107.1,ENG 107,College Reading
45054,C.Campus.2019.Spring.FDREL 325.7,FDREL 325,Doctrine and Covenants
45056,C.Campus.2019.Spring.ENG 107.2,ENG 107,College Reading
45060,C.Campus.2019.Spring.FDREL 345.1,FDREL 345,Presidents of the Church
45062,C.Campus.2019.Spring.ENG 327.1,ENG 327,History of English Language
45064,C.Campus.2019.Spring.COMM 102.3,COMM 102,Public Speaking
45066,C.Campus.2019.Spring.FDREL 397.1,FDREL 397,Religious Research
45068,C.Campus.2019.Spring.ENG 332.1,ENG 332,British Lit-Neoclassic/Romantic
45070,C.Campus.2019.Spring.MATH 109.4,MATH 109,Precalculus
45072,C.Campus.2019.Spring.COMM 102.4,COMM 102,Public Speaking
45074,C.Campus.2019.Spring.GEOG 120.1,GEOG 120,Geography and World Affairs
45076,C.Campus.2019.Spring.ENG 332.2,ENG 332,British Lit-Neoclassic/Romantic
45078,C.Campus.2019.Spring.GEOL 409.1,GEOL 409,Geoscience Field Methods
45080,C.Campus.2019.Spring.COMM 102.5,COMM 102,Public Speaking
45082,C.Campus.2019.Spring.MATH 109.5,MATH 109,Precalculus
45084,C.Campus.2019.Spring.ENG 351.1,ENG 351,Fiction
45086,C.Campus.2019.Spring.GEOL 498R.1,GEOL 498R,Geology Internship
45088,C.Campus.2019.Spring.COMM 102.6,COMM 102,Public Speaking
45090,C.Campus.2019.Spring.MATH 109.6,MATH 109,Precalculus
45092,C.Campus.2019.Spring.ENG 450.1,ENG 450,Rhetorical Studies
45094,C.Campus.2019.Spring.HIST 380.1,HIST 380,U.S. Constitutional History/Law
45096,C.Campus.2019.Spring.COMM 102.7,COMM 102,Public Speaking
45098,C.Campus.2019.Spring.MATH 109.7,MATH 109,Precalculus
45100,C.Campus.2019.Spring.ESS 100.1,ESS 100,Aerobic Fitness
45102,C.Campus.2019.Spring.HUM 316.1,HUM 316,American Humanities
45104,C.Campus.2019.Spring.ESS 100.2,ESS 100,Aerobic Fitness
45106,C.Campus.2019.Spring.MATH 109.8,MATH 109,Precalculus
45108,C.Campus.2019.Spring.COMM 102.8,COMM 102,Public Speaking
45110,C.Campus.2019.Spring.IDS 101.1,IDS 101,Intro Interdisciplinary Stud.
45112,C.Campus.2019.Spring.ESS 111.1,ESS 111,Bus Trends in Health & Fitness
45114,C.Campus.2019.Spring.MATH 109.9,MATH 109,Precalculus
45116,C.Campus.2019.Spring.ESS 111.2,ESS 111,Bus Trends in Health & Fitness
45118,C.Campus.2019.Spring.IDS 398R.1,IDS 398R,Interdisciplinary Internship
45120,C.Campus.2019.Spring.MATH 109.10,MATH 109,Precalculus
45122,C.Campus.2019.Spring.ESS 111.3,ESS 111,Bus Trends in Health & Fitness
45124,C.Campus.2019.Spring.MATH 101.1,MATH 101,Intermediate Algebra
45126,C.Campus.2019.Spring.MATH 109.11,MATH 109,Precalculus
45128,C.Campus.2019.Spring.ESS 111.4,ESS 111,Bus Trends in Health & Fitness
45130,C.Campus.2019.Spring.MATH 101.2,MATH 101,Intermediate Algebra
45132,C.Campus.2019.Spring.COMM 102.9,COMM 102,Public Speaking
45134,C.Campus.2019.Spring.MATH 109.12,MATH 109,Precalculus
45136,C.Campus.2019.Spring.ESS 375.1,ESS 375,Exercise Physiology
45138,C.Campus.2019.Spring.MATH 101.3,MATH 101,Intermediate Algebra
45140,C.Campus.2019.Spring.MATH 111.1,MATH 111,Trigonometry
45142,C.Campus.2019.Spring.COMM 102.10,COMM 102,Public Speaking
45144,C.Campus.2019.Spring.ESS 375.2,ESS 375,Exercise Physiology
45146,C.Campus.2019.Spring.MATH 101.4,MATH 101,Intermediate Algebra
45148,C.Campus.2019.Spring.COMM 102.11,COMM 102,Public Speaking
45150,C.Campus.2019.Spring.FAML 460.1,FAML 460,Child & Family Advocacy
45152,C.Campus.2019.Spring.MATH 111.2,MATH 111,Trigonometry
45154,C.Campus.2019.Spring.MATH 101.5,MATH 101,Intermediate Algebra
45156,C.Campus.2019.Spring.FCS 208.1,FCS 208,Fashion Design & Merchandising
45158,C.Campus.2019.Spring.COMM 102.12,COMM 102,Public Speaking
45160,C.Campus.2019.Spring.MATH 111.3,MATH 111,Trigonometry
45162,C.Campus.2019.Spring.MATH 101.6,MATH 101,Intermediate Algebra
45164,C.Campus.2019.Spring.FDREL 325.1,FDREL 325,Doctrine and Covenants
45166,C.Campus.2019.Spring.COMM 102.13,COMM 102,Public Speaking
45168,C.Campus.2019.Spring.MATH 111.4,MATH 111,Trigonometry
45170,C.Campus.2019.Spring.MATH 101.7,MATH 101,Intermediate Algebra
45172,C.Campus.2019.Spring.COMM 102.14,COMM 102,Public Speaking
45174,C.Campus.2019.Spring.MATH 214E.1,MATH 214E,Teaching Calculus
45176,C.Campus.2019.Spring.COMM 260.1,COMM 260,Video Principles and Practices
45178,C.Campus.2019.Spring.MATH 101.8,MATH 101,Intermediate Algebra
45180,C.Campus.2019.Spring.MATH 325.1,MATH 325,Intermediate Statistics
45182,C.Campus.2019.Spring.COMM 260.2,COMM 260,Video Principles and Practices
45184,C.Campus.2019.Spring.MATH 101.9,MATH 101,Intermediate Algebra
45186,C.Campus.2019.Spring.MATH 325.2,MATH 325,Intermediate Statistics
45188,C.Campus.2019.Spring.MATH 101.10,MATH 101,Intermediate Algebra
45190,C.Campus.2019.Spring.COMM 352.1,COMM 352,Persuasion
45192,C.Campus.2019.Spring.MATH 450.1,MATH 450,History of Mathematics
45194,C.Campus.2019.Spring.MATH 101.11,MATH 101,Intermediate Algebra
45196,C.Campus.2019.Spring.COMM 499.1,COMM 499,Communication Senior Project
45198,C.Campus.2019.Spring.ME 310.1,ME 310,Mechatronics & Measure Sys II
45200,C.Campus.2019.Spring.MATH 101.12,MATH 101,Intermediate Algebra
45202,C.Campus.2019.Spring.CS 241.1,CS 241,Survey Obj Ort Prog/Data Struct
45204,C.Campus.2019.Spring.ME 310.2,ME 310,Mechatronics & Measure Sys II
45206,C.Campus.2019.Spring.MUSIC 160N.1,MUSIC 160N,Music Lessons - Saxophone I
45208,C.Campus.2019.Spring.MATH 101.13,MATH 101,Intermediate Algebra
45210,C.Campus.2019.Spring.ME 342.1,ME 342,Engineering Computation II
45212,C.Campus.2019.Spring.MATH 109.1,MATH 109,Precalculus
45214,C.Campus.2019.Spring.MUSIC 160Q.1,MUSIC 160Q,Music Lessons - Trombone I
45216,C.Campus.2019.Spring.MET 332.1,MET 332,Computer Numerical Control (CNC)
45218,C.Campus.2019.Spring.MUSIC 160R.1,MUSIC 160R,Music Lessons - Euphonium I
45220,C.Campus.2019.Spring.MATH 109.2,MATH 109,Precalculus
45222,C.Campus.2019.Spring.MET 332.2,MET 332,Computer Numerical Control (CNC)
45224,C.Campus.2019.Spring.MUSIC 161N.1,MUSIC 161N,Music Lessons - Saxophone II
45226,C.Campus.2019.Spring.MATH 109.3,MATH 109,Precalculus
45228,C.Campus.2019.Spring.MKT 320.1,MKT 320,Market Analysis
45230,C.Campus.2019.Spring.MUSIC 161Q.1,MUSIC 161Q,Music Lessons - Trombone II
45232,C.Campus.2019.Spring.MKT 380.1,MKT 380,Media Research Methods
45234,C.Campus.2019.Spring.MUSIC 209.1,MUSIC 209,Music Technology
45236,C.Campus.2019.Spring.MUSIC 209.2,MUSIC 209,Music Technology
45238,C.Campus.2019.Spring.MUSIC 104.1,MUSIC 104,Group Vocal Instruction
45240,C.Campus.2019.Spring.MUSIC 260N.1,MUSIC 260N,Music Lessons - Saxophone III
45242,C.Campus.2019.Spring.MUSIC 104.2,MUSIC 104,Group Vocal Instruction
